,Phi,k,N_equilibrium
6682,2.3,0.175,2.57843
6683,2.5,0.175,2.80265
6684,6.5,0.7,2.6693500000000004e+54
6685,6.7,0.7,2.9707e+54
6686,6.9,0.7,3.29338e+54
6687,7.1,0.7,3.6378200000000004e+54
6688,7.3,0.7,4.00466e+54
6689,7.5,0.7,4.39417e+54
6690,7.7,0.7,4.80667e+54
6691,7.9,0.7,5.2434900000000004e+54
6692,8.1,0.7,5.7040400000000006e+54
6693,8.3,0.7,6.188820000000001e+54
6694,8.5,0.7,6.69886e+54
6695,8.7,0.7,7.23356e+54
6696,8.9,0.7,7.79433e+54
6697,9.1,0.7,8.380510000000001e+54
6698,9.3,0.7,8.99223e+54
6699,7.7,0.5,40.5104
6700,7.9,0.5,41.5626
6701,8.1,0.5,42.6148
6702,8.3,0.5,43.667
6703,8.5,0.5,44.7193
6704,8.7,0.5,45.7715
6705,8.9,0.5,46.8237
6706,9.1,0.5,47.8759
6707,9.3,0.5,48.9281
6708,9.5,0.5,49.9804
6709,9.7,0.5,51.0326
6710,9.9,0.5,52.0848
6711,0.1,0.505,0.55267
6712,0.3,0.505,1.6580099999999998
6713,0.5,0.505,2.76335
6714,2.7,0.69,8.71768e+50
6715,2.9,0.69,1.19074e+51
6716,3.1,0.69,1.58855e+51
6717,3.3,0.69,2.07572e+51
6718,3.5,0.69,2.6637800000000003e+51
6719,3.7,0.69,3.36369e+51
6720,3.9,0.69,4.18675e+51
6721,4.1,0.69,5.14504e+51
6722,4.3,0.69,6.249480000000001e+51
6723,4.5,0.69,7.511550000000001e+51
6724,4.7,0.69,8.942480000000001e+51
6725,4.9,0.69,1.05539e+52
6726,5.1,0.69,1.2355500000000001e+52
6727,5.3,0.69,1.43592e+52
6728,5.5,0.69,1.6575100000000002e+52
6729,3.5,0.315,6.23811
6730,3.7,0.315,6.59457
6731,3.9,0.315,6.951039999999999
6732,4.1,0.315,7.3075
6733,4.3,0.315,7.66396
6734,4.5,0.315,8.020430000000001
6735,4.7,0.315,8.37689
6736,4.9,0.315,8.73335
6737,5.1,0.315,9.08982
6738,5.3,0.315,9.44628
6739,5.5,0.315,9.80274
6740,5.7,0.315,10.1592
6741,5.9,0.315,10.5157
6742,6.1,0.315,10.8721
6743,6.3,0.315,11.2286
6744,0.1,0.13,0.0990669
6745,0.3,0.13,0.29720100000000005
6746,0.5,0.13,0.495334
6747,0.7,0.13,0.6934680000000001
6748,0.9,0.13,0.891602
6749,1.1,0.13,1.08974
6750,1.3,0.13,1.28787
6751,1.5,0.13,1.486
6752,1.7,0.13,1.6841400000000002
6753,1.9,0.13,1.88227
6754,10.1,0.13,10.0058
6755,10.3,0.13,10.2039
6756,10.5,0.13,10.402000000000001
6757,2.1,0.13,2.0804
6758,2.3,0.13,2.27854
6759,2.5,0.13,2.47667
6760,2.7,0.13,2.67481
6761,2.9,0.13,2.8729400000000003
6762,8.3,0.595,4.58663e+33
6763,8.5,0.595,5.52182e+33
6764,8.7,0.595,6.58661e+33
6765,8.9,0.595,7.79015e+33
6766,9.1,0.595,9.14203e+33
6767,9.3,0.595,1.06501e+34
6768,9.5,0.595,1.23234e+34
6769,9.7,0.595,1.41706e+34
6770,9.9,0.595,1.6199e+34
6771,0.1,0.6,6.15642
6772,0.3,0.6,18.4491
6773,0.5,0.6,30.7417
6774,0.7,0.6,43.0343
6775,0.9,0.6,55.327
6776,1.1,0.6,67.6196
6777,1.1,0.2,1.3265
6778,1.3,0.2,1.56769
6779,1.5,0.2,1.80887
6780,1.7,0.2,2.05005
6781,1.9,0.2,2.29123
6782,10.1,0.2,12.1797
6783,10.3,0.2,12.4209
6784,10.5,0.2,12.6621
6785,2.1,0.2,2.53242
6786,2.3,0.2,2.7736
6787,2.5,0.2,3.01478
6788,2.7,0.2,3.25597
6789,2.9,0.2,3.49715
6790,3.1,0.2,3.7383300000000004
6791,3.3,0.2,3.97951
6792,3.5,0.2,4.2207
6793,3.7,0.2,4.461880000000001
6794,3.9,0.2,4.70306
6795,2.9,0.175,3.25107
6796,3.1,0.175,3.47528
6797,3.3,0.175,3.69949
6798,3.5,0.175,3.9237
6799,3.7,0.175,4.14792
6800,3.9,0.175,4.37213
6801,4.1,0.175,4.5963400000000005
6802,4.3,0.175,4.82055
6803,4.5,0.175,5.04476
6804,4.7,0.175,5.2689699999999995
6805,4.9,0.175,5.49319
6806,5.1,0.175,5.7174
6807,5.3,0.175,5.94161
6808,5.5,0.175,6.16582
6809,5.7,0.175,6.39003
6810,9.5,0.17,10.4999
6811,2.7,0.175,3.0268599999999997
6812,5.9,0.175,6.61424
6813,9.1,0.175,10.2016
6814,2.3,0.18,2.61565
6815,5.5,0.18,6.2548
6816,8.7,0.18,9.89396
6817,1.9,0.185,2.1922200000000003
6818,5.1,0.185,5.88437
6819,8.3,0.185,9.57652
6820,1.7,0.19,1.9902799999999998
6821,4.9,0.19,5.7367
6822,8.1,0.19,9.48311
6823,1.3,0.195,1.54456
6824,4.5,0.195,5.34655
6825,7.7,0.195,9.148530000000001
6826,0.9,0.2,1.08532
6827,5.9,0.69,2.16851e+52
6828,6.1,0.69,2.45972e+52
6829,6.3,0.69,2.77605e+52
6830,6.5,0.69,3.11821e+52
6831,6.7,0.69,3.4874700000000006e+52
6832,6.9,0.69,3.8842300000000005e+52
6833,7.1,0.69,4.30944e+52
6834,7.3,0.69,4.7638000000000004e+52
6835,7.5,0.69,5.24807e+52
6836,7.7,0.69,5.762860000000001e+52
6837,7.9,0.69,6.30889e+52
6838,8.1,0.69,6.88656e+52
6839,8.3,0.69,7.496700000000001e+52
6840,8.5,0.69,8.13986e+52
6841,8.7,0.69,8.8161e+52
6842,8.9,0.69,9.52692e+52
6843,9.1,0.69,1.02713e+53
6844,9.3,0.69,1.1051e+53
6845,9.5,0.69,1.1864999999999999e+53
6846,9.7,0.69,1.2715900000000002e+53
6847,9.9,0.69,1.36017e+53
6848,0.1,0.695,3.40556e+45
6849,9.7,0.7,1.0296300000000001e+55
6850,9.9,0.7,1.09876e+55
6851,0.1,0.705,9.962570000000001e+47
6852,0.3,0.705,8.228480000000001e+49
6853,0.5,0.705,7.25983e+50
6854,0.7,0.705,3.08645e+51
6855,0.9,0.705,9.08925e+51
6856,1.1,0.705,2.14459e+52
6857,1.3,0.705,4.36296e+52
6858,1.5,0.705,7.982490000000001e+52
6859,1.7,0.705,1.3483900000000002e+53
6860,1.9,0.705,2.14057e+53
6861,10.1,0.705,1.04042e+56
6862,10.3,0.705,1.1056200000000002e+56
6863,10.5,0.705,1.1731400000000001e+56
6864,2.1,0.705,3.23316e+53
6865,2.3,0.705,4.6898e+53
6866,2.5,0.705,6.5758100000000005e+53
6867,2.7,0.705,8.96006e+53
6868,2.9,0.705,1.19132e+54
6869,3.1,0.705,1.551e+54
6870,3.3,0.705,1.98207e+54
6871,3.5,0.705,2.49197e+54
6872,3.7,0.705,3.08822e+54
6873,3.9,0.705,3.77809e+54
6874,4.1,0.705,4.56876e+54
6875,4.3,0.705,5.4672200000000004e+54
6876,5.7,0.69,1.90137e+52
6877,0.3,0.695,4.1673500000000006e+47
6878,3.5,0.695,2.64176e+52
6879,6.7,0.695,3.2326900000000003e+53
6880,9.9,0.695,1.2267700000000001e+54
6881,3.1,0.7,1.5867800000000003e+53
6882,6.3,0.7,2.3885900000000002e+54
6883,9.5,0.7,9.631290000000001e+54
6884,4.5,0.705,6.48121e+54
6885,7.7,0.705,4.33852e+55
6886,0.9,0.71,1.0174800000000001e+53
6887,4.1,0.71,4.2901e+55
6888,7.3,0.71,3.2601200000000006e+56
6889,0.5,0.715,1.0390400000000001e+53
6890,3.7,0.715,2.74375e+56
6891,0.9,0.505,4.97403
6892,1.1,0.505,6.07937
6893,1.3,0.505,7.184710000000001
6894,1.5,0.505,8.29005
6895,1.7,0.505,9.395389999999999
6896,1.9,0.505,10.5007
6897,10.1,0.505,55.8196
6898,10.3,0.505,56.925
6899,10.5,0.505,58.0303
6900,2.1,0.505,11.6061
6901,2.3,0.505,12.7114
6902,2.5,0.505,13.8167
6903,2.7,0.505,14.9221
6904,2.9,0.505,16.0274
6905,3.1,0.505,17.1328
6906,3.3,0.505,18.2381
6907,3.5,0.505,19.3434
6908,3.7,0.505,20.4488
6909,6.7,0.315,11.9415
6910,6.9,0.315,12.298
6911,7.1,0.315,12.6545
6912,7.3,0.315,13.0109
6913,7.5,0.315,13.3674
6914,7.7,0.315,13.7238
6915,7.9,0.315,14.0803
6916,8.1,0.315,14.4368
6917,8.3,0.315,14.7932
6918,8.5,0.315,15.1497
6919,8.7,0.315,15.5062
6920,8.9,0.315,15.8626
6921,9.1,0.315,16.2191
6922,9.3,0.315,16.5756
6923,9.5,0.315,16.932000000000002
6924,3.3,0.13,3.2692099999999997
6925,3.5,0.13,3.46734
6926,3.7,0.13,3.66548
6927,3.9,0.13,3.86361
6928,4.1,0.13,4.06174
6929,4.3,0.13,4.25988
6930,4.5,0.13,4.45801
6931,4.7,0.13,4.65614
6932,4.9,0.13,4.85428
6933,5.1,0.13,5.05241
6934,5.3,0.13,5.25055
6935,5.5,0.13,5.44868
6936,5.7,0.13,5.646809999999999
6937,5.9,0.13,5.84495
6938,6.1,0.13,6.043080000000001
6939,4.1,0.505,22.6595
6940,4.3,0.505,23.7648
6941,4.5,0.505,24.8701
6942,4.7,0.505,25.9755
6943,4.9,0.505,27.0808
6944,5.1,0.505,28.1862
6945,5.3,0.505,29.2915
6946,5.5,0.505,30.3968
6947,5.7,0.505,31.5022
6948,5.9,0.505,32.6075
6949,6.1,0.505,33.7129
6950,6.3,0.505,34.8182
6951,6.5,0.505,35.9235
6952,6.7,0.505,37.0289
6953,6.9,0.505,38.1342
6954,4.3,0.2,5.18543
6955,4.5,0.2,5.42661
6956,4.7,0.2,5.66779
6957,4.9,0.2,5.90897
6958,5.1,0.2,6.15016
6959,5.3,0.2,6.3913400000000005
6960,5.5,0.2,6.6325199999999995
6961,5.7,0.2,6.8737
6962,5.9,0.2,7.114889999999999
6963,6.1,0.2,7.35607
6964,6.3,0.2,7.59725
6965,6.5,0.2,7.838430000000001
6966,6.7,0.2,8.07962
6967,6.9,0.2,8.3208
6968,7.1,0.2,8.56198
6969,6.1,0.175,6.83846
6970,6.3,0.175,7.06267
6971,6.5,0.175,7.28688
6972,6.7,0.175,7.511089999999999
6973,6.9,0.175,7.7353
6974,7.1,0.175,7.959510000000001
6975,7.3,0.175,8.18373
6976,7.5,0.175,8.40794
6977,7.7,0.175,8.63215
6978,7.9,0.175,8.85636
6979,8.1,0.175,9.08057
6980,8.3,0.175,9.304780000000001
6981,8.5,0.175,9.529
6982,8.7,0.175,9.753210000000001
6983,8.9,0.175,9.97742
6984,1.5,0.6,3269.06
6985,1.7,0.6,183170000000000.0
6986,1.9,0.6,1.58357e+19
6987,10.1,0.6,2.06091e+35
6988,10.3,0.6,2.31277e+35
6989,10.5,0.6,2.58429e+35
6990,2.1,0.6,1.67727e+22
6991,2.3,0.6,2.0737e+24
6992,2.5,0.6,7.37504e+25
6993,2.7,0.6,1.1792e+27
6994,2.9,0.6,1.0895e+28
6995,3.1,0.6,6.78247e+28
6996,3.3,0.6,3.14378e+29
6997,3.5,0.6,1.16173e+30
6998,3.7,0.6,3.59164e+30
6999,3.9,0.6,9.62364e+30
7000,4.1,0.6,2.29464e+31
7001,4.3,0.6,4.96804e+31
7002,6.3,0.51,36.6603
7003,6.5,0.51,37.8241
7004,6.7,0.51,38.988
7005,6.9,0.51,40.1518
7006,7.1,0.51,41.3156
7007,7.3,0.51,42.4794
7008,7.5,0.51,43.6432
7009,7.7,0.51,44.8071
7010,7.9,0.51,45.9709
7011,8.1,0.51,47.1347
7012,8.3,0.51,48.2985
7013,8.5,0.51,49.4623
7014,8.7,0.51,50.6262
7015,8.9,0.51,51.79
7016,9.1,0.51,52.9538
7017,8.9,0.21,11.0612
7018,9.1,0.21,11.3098
7019,9.3,0.21,11.5584
7020,9.5,0.21,11.8069
7021,9.7,0.21,12.0555
7022,9.9,0.21,12.3041
7023,0.1,0.215,0.1262
7024,0.3,0.215,0.3786
7025,0.5,0.215,0.631
7026,0.7,0.215,0.883401
7027,0.9,0.215,1.1358
7028,1.1,0.215,1.3882
7029,1.3,0.215,1.6406
7030,1.5,0.215,1.893
7031,1.7,0.215,2.1454
7032,9.9,0.315,17.6449
7033,0.1,0.32,0.181779
7034,0.3,0.32,0.545337
7035,0.5,0.32,0.9088950000000001
7036,0.7,0.32,1.27245
7037,0.9,0.32,1.63601
7038,1.1,0.32,1.99957
7039,1.3,0.32,2.36313
7040,1.5,0.32,2.72669
7041,1.7,0.32,3.09024
7042,1.9,0.32,3.4538
7043,10.1,0.32,18.3597
7044,10.3,0.32,18.7232
7045,10.5,0.32,19.0868
7046,2.1,0.32,3.81736
7047,2.3,0.32,4.1809199999999995
7048,2.5,0.32,4.54448
7049,2.7,0.32,4.90803
7050,6.5,0.13,6.43935
7051,6.7,0.13,6.63748
7052,6.9,0.13,6.83562
7053,7.1,0.13,7.03375
7054,7.3,0.13,7.23188
7055,7.5,0.13,7.43002
7056,7.7,0.13,7.62815
7057,7.9,0.13,7.826280000000001
7058,8.1,0.13,8.02442
7059,8.3,0.13,8.22255
7060,8.5,0.13,8.420689999999999
7061,8.7,0.13,8.61882
7062,8.9,0.13,8.81695
7063,9.1,0.13,9.015089999999999
7064,9.3,0.13,9.21322
7065,4.7,0.6,1.85055e+32
7066,4.9,0.6,3.25588e+32
7067,5.1,0.6,5.44738e+32
7068,5.3,0.6,8.72537e+32
7069,5.5,0.6,1.3453e+33
7070,5.7,0.6,2.00593e+33
7071,5.9,0.6,2.9036e+33
7072,6.1,0.6,4.09374e+33
7073,6.3,0.6,5.63747e+33
7074,6.5,0.6,7.60182e+33
7075,6.7,0.6,1.00575e+34
7076,6.9,0.6,1.30805e+34
7077,7.1,0.6,1.67492e+34
7078,7.3,0.6,2.11454e+34
7079,7.5,0.6,2.63526e+34
7080,9.3,0.175,10.4258
7081,9.5,0.175,10.6501
7082,9.7,0.175,10.8743
7083,9.9,0.175,11.0985
7084,0.1,0.18,0.113724
7085,0.3,0.18,0.341171
7086,0.5,0.18,0.568619
7087,0.7,0.18,0.7960659999999999
7088,0.9,0.18,1.0235100000000001
7089,1.1,0.18,1.25096
7090,1.3,0.18,1.47841
7091,1.5,0.18,1.70586
7092,1.7,0.18,1.9333
7093,1.9,0.18,2.16075
7094,10.1,0.18,11.4861
7095,10.3,0.18,11.7135
7096,10.5,0.18,11.940999999999999
7097,2.1,0.18,2.3882
7098,7.3,0.505,40.3449
7099,7.5,0.505,41.4502
7100,7.7,0.505,42.5556
7101,7.9,0.505,43.6609
7102,8.1,0.505,44.7662
7103,8.3,0.505,45.8716
7104,8.5,0.505,46.9769
7105,8.7,0.505,48.0823
7106,8.9,0.505,49.1876
7107,9.1,0.505,50.2929
7108,9.3,0.505,51.3983
7109,9.5,0.505,52.5036
7110,9.7,0.505,53.608999999999995
7111,9.9,0.505,54.7143
7112,0.1,0.51,0.58191
7113,7.5,0.2,9.04435
7114,7.7,0.2,9.28553
7115,7.9,0.2,9.526710000000001
7116,8.1,0.2,9.7679
7117,8.3,0.2,10.0091
7118,8.5,0.2,10.2503
7119,8.7,0.2,10.4914
7120,8.9,0.2,10.7326
7121,9.1,0.2,10.9738
7122,9.3,0.2,11.215
7123,9.5,0.2,11.4562
7124,9.7,0.2,11.6974
7125,9.9,0.2,11.9385
7126,0.1,0.205,0.12241500000000001
7127,0.3,0.205,0.367244
7128,3.1,0.32,5.63515
7129,3.3,0.32,5.99871
7130,3.5,0.32,6.36227
7131,3.7,0.32,6.72582
7132,3.9,0.32,7.08938
7133,4.1,0.32,7.452939999999999
7134,4.3,0.32,7.8165
7135,4.5,0.32,8.180060000000001
7136,4.7,0.32,8.543610000000001
7137,4.9,0.32,8.907169999999999
7138,5.1,0.32,9.27073
7139,5.3,0.32,9.63429
7140,5.5,0.32,9.99785
7141,5.7,0.32,10.3614
7142,5.9,0.32,10.725
7143,9.5,0.51,55.2814
7144,9.7,0.51,56.4453
7145,9.9,0.51,57.6091
7146,0.1,0.515,0.614256
7147,0.3,0.515,1.84277
7148,0.5,0.515,3.07128
7149,0.7,0.515,4.29979
7150,0.9,0.515,5.52831
7151,1.1,0.515,6.756819999999999
7152,1.3,0.515,7.98533
7153,1.5,0.515,9.21384
7154,1.7,0.515,10.4424
7155,1.9,0.515,11.6709
7156,10.1,0.515,62.0399
7157,10.3,0.515,63.2684
7158,10.1,0.215,12.7462
7159,10.3,0.215,12.9986
7160,10.5,0.215,13.251
7161,2.1,0.215,2.6502
7162,2.3,0.215,2.9026
7163,2.5,0.215,3.155
7164,2.7,0.215,3.4074
7165,2.9,0.215,3.6598
7166,3.1,0.215,3.9122
7167,3.3,0.215,4.1646
7168,3.5,0.215,4.417
7169,3.7,0.215,4.6694
7170,3.9,0.215,4.9218
7171,4.1,0.215,5.1742
7172,4.3,0.215,5.4266
7173,4.5,0.215,5.678999999999999
7174,4.7,0.215,5.9314
7175,4.9,0.215,6.1838
7176,9.7,0.13,9.60949
7177,9.9,0.13,9.80762
7178,0.1,0.135,0.100393
7179,0.3,0.135,0.30118
7180,0.5,0.135,0.501966
7181,0.7,0.135,0.702753
7182,0.9,0.135,0.903539
7183,1.1,0.135,1.10433
7184,1.3,0.135,1.30511
7185,1.5,0.135,1.5059
7186,1.7,0.135,1.70668
7187,1.9,0.135,1.90747
7188,10.1,0.135,10.1397
7189,10.3,0.135,10.3405
7190,10.5,0.135,10.5413
7191,2.1,0.135,2.10826
7192,2.3,0.135,2.30904
7193,2.5,0.135,2.50983
7194,7.9,0.6,3.95403e+34
7195,8.1,0.6,4.76958e+34
7196,8.3,0.6,5.70032e+34
7197,8.5,0.6,6.75459e+34
7198,8.7,0.6,7.94163e+34
7199,8.9,0.6,9.26886e+34
7200,9.1,0.6,1.07443e+35
7201,9.3,0.6,1.23761e+35
7202,9.5,0.6,1.41713e+35
7203,9.7,0.6,1.61366e+35
7204,9.9,0.6,1.82811e+35
7205,0.1,0.605,10.3557
7206,0.3,0.605,30.9778
7207,0.5,0.605,51.5999
7208,0.7,0.605,72.2219
7209,2.5,0.18,2.84309
7210,2.7,0.18,3.0705400000000003
7211,2.9,0.18,3.29799
7212,3.1,0.18,3.52544
7213,3.3,0.18,3.75288
7214,3.5,0.18,3.9803300000000004
7215,3.7,0.18,4.2077800000000005
7216,3.9,0.18,4.435219999999999
7217,4.1,0.18,4.662669999999999
7218,4.3,0.18,4.89012
7219,4.5,0.18,5.11757
7220,4.7,0.18,5.34501
7221,4.9,0.18,5.5724599999999995
7222,5.1,0.18,5.79991
7223,5.3,0.18,6.02736
7224,0.5,0.51,2.90955
7225,0.7,0.51,4.07337
7226,0.9,0.51,5.23719
7227,1.1,0.51,6.401009999999999
7228,1.3,0.51,7.564830000000001
7229,1.5,0.51,8.72865
7230,1.7,0.51,9.89247
7231,1.9,0.51,11.0563
7232,10.1,0.51,58.7729
7233,10.3,0.51,59.9367
7234,10.5,0.51,61.1005
7235,2.1,0.51,12.2201
7236,2.3,0.51,13.3839
7237,2.5,0.51,14.5477
7238,2.7,0.51,15.7116
7239,2.9,0.51,16.8754
7240,3.1,0.51,18.0392
7241,3.3,0.51,19.203
7242,3.5,0.51,20.3668
7243,3.7,0.51,21.5307
7244,3.9,0.51,22.6945
7245,4.1,0.51,23.8583
7246,4.3,0.51,25.0221
7247,4.5,0.51,26.1859
7248,4.7,0.51,27.3498
7249,4.9,0.51,28.5136
7250,5.1,0.51,29.6774
7251,5.3,0.51,30.8412
7252,5.5,0.51,32.005
7253,5.7,0.51,33.1689
7254,5.9,0.51,34.3327
7255,0.7,0.205,0.856902
7256,0.9,0.205,1.1017299999999999
7257,1.1,0.205,1.34656
7258,1.3,0.205,1.5913899999999999
7259,1.5,0.205,1.83622
7260,1.7,0.205,2.08105
7261,1.9,0.205,2.3258799999999997
7262,10.1,0.205,12.3639
7263,10.3,0.205,12.6087
7264,10.5,0.205,12.8535
7265,2.1,0.205,2.57071
7266,2.3,0.205,2.81554
7267,2.5,0.205,3.0603599999999997
7268,2.7,0.205,3.30519
7269,2.9,0.205,3.5500199999999995
7270,3.1,0.205,3.79485
7271,3.3,0.205,4.039680000000001
7272,3.5,0.205,4.28451
7273,6.3,0.32,11.4521
7274,6.5,0.32,11.8156
7275,6.7,0.32,12.1792
7276,6.9,0.32,12.5428
7277,7.1,0.32,12.9063
7278,7.3,0.32,13.2699
7279,7.5,0.32,13.6334
7280,7.7,0.32,13.997
7281,7.9,0.32,14.3605
7282,8.1,0.32,14.7241
7283,8.3,0.32,15.0877
7284,8.5,0.32,15.4512
7285,8.7,0.32,15.8148
7286,8.9,0.32,16.1783
7287,9.1,0.32,16.5419
7288,2.1,0.515,12.8994
7289,2.3,0.515,14.1279
7290,2.5,0.515,15.3564
7291,2.7,0.515,16.5849
7292,2.9,0.515,17.8134
7293,3.1,0.515,19.0419
7294,3.3,0.515,20.2705
7295,3.5,0.515,21.499000000000002
7296,3.7,0.515,22.7275
7297,3.9,0.515,23.956
7298,4.1,0.515,25.1845
7299,4.3,0.515,26.413
7300,4.5,0.515,27.6415
7301,4.7,0.515,28.87
7302,4.9,0.515,30.0986
7303,5.1,0.515,31.3271
7304,5.3,0.515,32.5556
7305,5.5,0.515,33.7841
7306,5.7,0.515,35.0126
7307,5.9,0.515,36.2411
7308,6.1,0.515,37.4696
7309,6.3,0.515,38.6981
7310,6.5,0.515,39.9267
7311,6.7,0.515,41.1552
7312,6.9,0.515,42.3837
7313,7.1,0.515,43.6122
7314,7.3,0.515,44.8407
7315,7.5,0.515,46.0692
7316,7.7,0.515,47.2977
7317,7.9,0.515,48.5262
7318,5.3,0.215,6.6886
7319,5.5,0.215,6.941
7320,5.7,0.215,7.1934
7321,5.9,0.215,7.4458
7322,6.1,0.215,7.6982
7323,6.3,0.215,7.95061
7324,6.5,0.215,8.20301
7325,6.7,0.215,8.45541
7326,6.9,0.215,8.70781
7327,7.1,0.215,8.96021
7328,7.3,0.215,9.21261
7329,7.5,0.215,9.465010000000001
7330,7.7,0.215,9.717410000000001
7331,7.9,0.215,9.96981
7332,8.1,0.215,10.2222
7333,2.9,0.135,2.9114
7334,3.1,0.135,3.11219
7335,3.3,0.135,3.3129800000000005
7336,3.5,0.135,3.51376
7337,3.7,0.135,3.71455
7338,3.9,0.135,3.91534
7339,4.1,0.135,4.11612
7340,4.3,0.135,4.31691
7341,4.5,0.135,4.51769
7342,4.7,0.135,4.7184800000000005
7343,4.9,0.135,4.91927
7344,5.1,0.135,5.12005
7345,5.3,0.135,5.3208400000000005
7346,5.5,0.135,5.52163
7347,5.7,0.135,5.72241
7348,5.7,0.18,6.48225
7349,5.9,0.18,6.7097
7350,6.1,0.18,6.93715
7351,6.3,0.18,7.16459
7352,6.5,0.18,7.39204
7353,6.7,0.18,7.619489999999999
7354,6.9,0.18,7.846939999999999
7355,7.1,0.18,8.07438
7356,7.3,0.18,8.30183
7357,7.5,0.18,8.52928
7358,7.7,0.18,8.756730000000001
7359,7.9,0.18,8.984169999999999
7360,8.1,0.18,9.21162
7361,8.3,0.18,9.43907
7362,8.5,0.18,9.66652
7363,1.1,0.605,1194600000000.0
7364,1.3,0.605,4.55366e+17
7365,1.5,0.605,1.62388e+21
7366,1.7,0.605,4.88127e+23
7367,1.9,0.605,3.33562e+25
7368,10.1,0.605,2.25451e+36
7369,10.3,0.605,2.51336e+36
7370,10.5,0.605,2.79096e+36
7371,2.1,0.605,8.7095e+26
7372,2.3,0.605,1.17287e+28
7373,2.5,0.605,9.81215e+28
7374,2.7,0.605,5.76024e+29
7375,2.9,0.605,2.57879e+30
7376,3.1,0.605,9.33831e+30
7377,3.3,0.605,2.85508e+31
7378,3.5,0.605,7.60928e+31
7379,3.7,0.605,1.81146e+32
7380,3.9,0.605,3.9251e+32
7381,3.9,0.205,4.77417
7382,4.1,0.205,5.019
7383,4.3,0.205,5.2638300000000005
7384,4.5,0.205,5.50866
7385,4.7,0.205,5.753480000000001
7386,4.9,0.205,5.99831
7387,5.1,0.205,6.24314
7388,5.3,0.205,6.48797
7389,5.5,0.205,6.7328
7390,5.7,0.205,6.97763
7391,5.9,0.205,7.222460000000001
7392,6.1,0.205,7.467289999999999
7393,6.3,0.205,7.71212
7394,6.5,0.205,7.95695
7395,6.7,0.205,8.20178
7396,8.5,0.215,10.727
7397,8.7,0.215,10.9794
7398,8.9,0.215,11.2318
7399,9.1,0.215,11.4842
7400,9.3,0.215,11.7366
7401,9.5,0.215,11.989
7402,9.7,0.215,12.2414
7403,9.9,0.215,12.4938
7404,0.1,0.22,0.128166
7405,0.3,0.22,0.384498
7406,0.5,0.22,0.640829
7407,0.7,0.22,0.8971610000000001
7408,0.9,0.22,1.15349
7409,1.1,0.22,1.40982
7410,1.3,0.22,1.6661599999999999
7411,9.5,0.32,17.269000000000002
7412,9.7,0.32,17.6326
7413,9.9,0.32,17.9961
7414,0.1,0.325,0.185451
7415,0.3,0.325,0.556354
7416,0.5,0.325,0.927256
7417,0.7,0.325,1.29816
7418,0.9,0.325,1.6690599999999998
7419,1.1,0.325,2.0399599999999998
7420,1.3,0.325,2.41087
7421,1.5,0.325,2.78177
7422,1.7,0.325,3.15267
7423,1.9,0.325,3.52357
7424,10.1,0.325,18.7306
7425,10.3,0.325,19.1015
7426,10.5,0.325,19.4724
7427,2.1,0.325,3.89448
7428,2.3,0.325,4.26538
7429,6.1,0.135,6.12399
7430,6.3,0.135,6.32477
7431,6.5,0.135,6.52556
7432,6.7,0.135,6.72635
7433,6.9,0.135,6.92713
7434,7.1,0.135,7.12792
7435,7.3,0.135,7.328710000000001
7436,7.5,0.135,7.529489999999999
7437,7.7,0.135,7.7302800000000005
7438,7.9,0.135,7.93106
7439,8.1,0.135,8.13185
7440,8.3,0.135,8.33264
7441,8.5,0.135,8.53342
7442,8.7,0.135,8.734210000000001
7443,8.9,0.135,8.935
7444,9.1,0.135,9.13578
7445,9.3,0.135,9.33657
7446,9.5,0.135,9.537360000000001
7447,9.7,0.135,9.73814
7448,9.9,0.135,9.938930000000001
7449,0.1,0.14,0.101748
7450,0.3,0.14,0.305244
7451,0.5,0.14,0.508739
7452,0.7,0.14,0.7122350000000001
7453,0.9,0.14,0.915731
7454,1.1,0.14,1.11923
7455,1.3,0.14,1.3227200000000001
7456,1.5,0.14,1.5262200000000001
7457,1.7,0.14,1.7297099999999999
7458,7.1,0.205,8.69143
7459,7.3,0.205,8.93626
7460,7.5,0.205,9.18109
7461,7.7,0.205,9.42592
7462,7.9,0.205,9.67075
7463,8.1,0.205,9.91558
7464,8.3,0.205,10.1604
7465,8.5,0.205,10.4052
7466,8.7,0.205,10.6501
7467,8.9,0.205,10.8949
7468,9.1,0.205,11.1397
7469,9.3,0.205,11.3846
7470,9.5,0.205,11.6294
7471,9.7,0.205,11.8742
7472,9.9,0.205,12.119000000000002
7473,0.1,0.21,0.12428399999999999
7474,0.3,0.21,0.37285100000000004
7475,0.5,0.21,0.621418
7476,0.7,0.21,0.869985
7477,0.9,0.21,1.11855
7478,1.1,0.21,1.3671200000000001
7479,1.3,0.21,1.61569
7480,1.5,0.21,1.86425
7481,1.7,0.21,2.11282
7482,1.9,0.21,2.36139
7483,10.1,0.21,12.5526
7484,10.1,0.14,10.2765
7485,10.3,0.14,10.48
7486,10.5,0.14,10.6835
7487,2.1,0.14,2.13671
7488,2.3,0.14,2.3402
7489,2.5,0.14,2.5437
7490,2.7,0.14,2.7471900000000002
7491,2.9,0.14,2.9506900000000003
7492,3.1,0.14,3.1541799999999998
7493,3.3,0.14,3.35768
7494,3.5,0.14,3.5611800000000002
7495,3.7,0.14,3.7646699999999997
