,Phi,k,N_equilibrium
3810,1.3,0.47,5.288869999999999
3811,1.5,0.47,6.10254
3812,1.7,0.47,6.91621
3813,1.9,0.47,7.7298800000000005
3814,10.1,0.47,41.0904
3815,10.3,0.47,41.9041
3816,10.5,0.47,42.7178
3817,2.1,0.47,8.543560000000001
3818,2.3,0.47,9.35723
3819,2.5,0.47,10.1709
3820,2.7,0.47,10.9846
3821,2.9,0.47,11.7982
3822,3.1,0.47,12.6119
3823,3.3,0.47,13.4256
3824,3.3,0.375,7.6166
3825,3.5,0.375,8.07821
3826,3.7,0.375,8.539819999999999
3827,3.9,0.375,9.001430000000001
3828,4.1,0.375,9.46305
3829,4.3,0.375,9.924660000000001
3830,4.5,0.375,10.3863
3831,4.7,0.375,10.8479
3832,4.9,0.375,11.3095
3833,5.1,0.375,11.7711
3834,5.3,0.375,12.2327
3835,5.5,0.375,12.6943
3836,5.7,0.375,13.1559
3837,5.9,0.375,13.6176
3838,6.1,0.375,14.0792
3839,6.3,0.28,9.8545
3840,6.5,0.28,10.1673
3841,6.7,0.28,10.4802
3842,6.9,0.28,10.793
3843,7.1,0.28,11.1059
3844,7.3,0.28,11.4187
3845,7.5,0.28,11.7315
3846,7.7,0.28,12.0444
3847,7.9,0.28,12.3572
3848,8.1,0.28,12.6701
3849,8.3,0.28,12.9829
3850,8.5,0.28,13.2957
3851,8.7,0.28,13.6086
3852,8.9,0.28,13.9214
3853,9.1,0.28,14.2343
3854,6.7,0.795,1.5164000000000002e+72
3855,6.9,0.795,1.6408600000000002e+72
3856,7.1,0.795,1.7710300000000003e+72
3857,7.3,0.795,1.9068700000000005e+72
3858,7.5,0.795,2.0485900000000005e+72
3859,7.7,0.795,2.1961800000000002e+72
3860,7.9,0.795,2.3496500000000002e+72
3861,8.1,0.795,2.5090400000000004e+72
3862,8.3,0.795,2.6743800000000003e+72
3863,8.5,0.795,2.8456700000000005e+72
3864,8.7,0.795,3.0229700000000005e+72
3865,8.9,0.795,3.2063800000000005e+72
3866,9.1,0.795,3.3957100000000007e+72
3867,9.3,0.795,3.590860000000001e+72
3868,9.5,0.795,3.792450000000001e+72
3869,9.7,0.795,4.00022e+72
3870,9.9,0.795,4.213780000000001e+72
3871,2.9,0.095,2.62468
3872,3.1,0.095,2.8057
3873,3.3,0.095,2.98671
3874,3.5,0.095,3.16772
3875,3.7,0.095,3.3487400000000003
3876,3.9,0.095,3.52975
3877,4.1,0.095,3.71076
3878,4.3,0.095,3.8917699999999997
3879,4.5,0.095,4.07279
3880,4.7,0.095,4.2538
3881,4.9,0.095,4.43481
3882,5.1,0.095,4.615819999999999
3883,5.3,0.095,4.79684
3884,5.5,0.095,4.97785
3885,5.7,0.095,5.15886
3886,3.7,0.75,1.3267000000000002e+63
3887,3.9,0.75,1.5697200000000002e+63
3888,4.1,0.75,1.84005e+63
3889,4.3,0.75,2.13933e+63
3890,4.5,0.75,2.46833e+63
3891,4.7,0.75,2.8283100000000002e+63
3892,4.9,0.75,3.2200900000000004e+63
3893,5.1,0.75,3.6453e+63
3894,5.3,0.75,4.10456e+63
3895,5.5,0.75,4.5987e+63
3896,5.7,0.75,5.1285e+63
3897,5.9,0.75,5.69519e+63
3898,6.1,0.75,6.29976e+63
3899,6.3,0.75,6.94223e+63
3900,6.5,0.75,7.62295e+63
3901,6.7,0.75,8.344390000000001e+63
3902,9.3,0.655,1.77873e+46
3903,9.5,0.655,1.93376e+46
3904,9.7,0.655,2.0970900000000002e+46
3905,9.9,0.655,2.26876e+46
3906,0.1,0.66,2.06949e+35
3907,0.3,0.66,3.19372e+38
3908,0.5,0.66,1.0306400000000001e+40
3909,0.7,0.66,9.922580000000001e+40
3910,0.9,0.66,5.24742e+41
3911,1.1,0.66,1.9398300000000002e+42
3912,1.3,0.66,5.65303e+42
3913,1.5,0.66,1.39077e+43
3914,1.7,0.66,3.01514e+43
3915,1.9,0.66,5.92703e+43
3916,10.1,0.66,2.32811e+47
3917,10.3,0.66,2.50312e+47
3918,10.5,0.66,2.6859100000000002e+47
3919,2.1,0.66,1.07774e+44
3920,6.5,0.375,15.0024
3921,6.7,0.375,15.464
3922,6.9,0.375,15.9256
3923,7.1,0.375,16.3872
3924,7.3,0.375,16.8488
3925,7.5,0.375,17.3104
3926,7.7,0.375,17.7721
3927,7.9,0.375,18.2337
3928,8.1,0.375,18.6953
3929,8.3,0.375,19.1569
3930,8.5,0.375,19.6185
3931,8.7,0.375,20.0801
3932,8.9,0.375,20.5417
3933,9.1,0.375,21.0033
3934,9.3,0.375,21.465
3935,1.1,0.565,14.7488
3936,1.3,0.565,17.4304
3937,1.5,0.565,20.1119
3938,1.7,0.565,22.7935
3939,1.9,0.565,25.4751
3940,10.1,0.565,3.95218e+27
3941,10.3,0.565,5.01484e+27
3942,10.5,0.565,6.26316e+27
3943,2.1,0.565,28.1567
3944,2.3,0.565,30.8383
3945,2.5,0.565,33.5199
3946,2.7,0.565,36.2015
3947,2.9,0.565,38.8831
3948,3.1,0.565,41.5647
3949,3.3,0.565,44.2463
3950,3.5,0.565,46.9279
3951,3.7,0.565,49.6095
3952,3.9,0.565,52.2911
3953,3.7,0.47,15.0529
3954,3.9,0.47,15.8666
3955,4.1,0.47,16.6803
3956,4.3,0.47,17.4939
3957,4.5,0.47,18.3076
3958,4.7,0.47,19.1213
3959,4.9,0.47,19.935
3960,5.1,0.47,20.7486
3961,5.3,0.47,21.5623
3962,5.5,0.47,22.375999999999998
3963,5.7,0.47,23.1896
3964,5.9,0.47,24.0033
3965,6.1,0.47,24.816999999999997
3966,6.3,0.47,25.6307
3967,6.5,0.47,26.4443
3968,1.5,0.455,5.469180000000001
3969,4.7,0.455,17.1368
3970,7.9,0.455,28.8044
3971,1.1,0.46,4.15517
3972,4.3,0.46,16.2429
3973,7.5,0.46,28.3307
3974,0.7,0.465,2.74249
3975,3.9,0.465,15.2796
3976,7.1,0.465,27.8167
3977,0.3,0.47,1.22051
3978,3.5,0.47,14.2393
3979,6.7,0.47,27.258000000000003
3980,9.9,0.47,40.2768
3981,3.1,0.475,13.1133
3982,6.1,0.095,5.5208900000000005
3983,6.3,0.095,5.7019
3984,6.5,0.095,5.88291
3985,6.7,0.095,6.06393
3986,6.9,0.095,6.24494
3987,7.1,0.095,6.42595
3988,7.3,0.095,6.606960000000001
3989,7.5,0.095,6.78798
3990,7.7,0.095,6.96899
3991,7.9,0.095,7.15
3992,8.1,0.095,7.331010000000001
3993,8.3,0.095,7.51203
3994,8.5,0.095,7.693039999999999
3995,8.7,0.095,7.87405
3996,8.9,0.095,8.055069999999999
3997,9.5,0.28,14.86
3998,9.7,0.28,15.1728
3999,9.9,0.28,15.4856
4000,0.1,0.285,0.159248
4001,0.3,0.285,0.47774399999999995
4002,0.5,0.285,0.796239
4003,0.7,0.285,1.11473
4004,0.9,0.285,1.43323
4005,1.1,0.285,1.75173
4006,1.3,0.285,2.07022
4007,1.5,0.285,2.38872
4008,1.7,0.285,2.70721
4009,1.9,0.285,3.0257099999999997
4010,10.1,0.285,16.084
4011,10.3,0.285,16.4025
4012,10.5,0.285,16.721
4013,2.1,0.285,3.3442
4014,2.3,0.285,3.6627
4015,9.7,0.375,22.3882
4016,9.9,0.375,22.8498
4017,0.1,0.38,0.236431
4018,0.3,0.38,0.709292
4019,0.5,0.38,1.18215
4020,0.7,0.38,1.6550200000000002
4021,0.9,0.38,2.1278799999999998
4022,1.1,0.38,2.60074
4023,1.3,0.38,3.0736
4024,1.5,0.38,3.5464599999999997
4025,1.7,0.38,4.01932
4026,1.9,0.38,4.49218
4027,10.1,0.38,23.8795
4028,10.3,0.38,24.3524
4029,10.5,0.38,24.8252
4030,2.1,0.38,4.96505
4031,2.3,0.38,5.43791
4032,2.5,0.38,5.910769999999999
4033,8.9,0.14,9.05556
4034,9.1,0.14,9.25906
4035,9.3,0.14,9.46255
4036,9.5,0.14,9.66605
4037,9.7,0.14,9.869539999999999
4038,9.9,0.14,10.073
4039,0.1,0.145,0.10313199999999999
4040,0.3,0.145,0.309395
4041,0.5,0.145,0.515659
4042,0.7,0.145,0.7219220000000001
4043,0.9,0.145,0.9281860000000001
4044,1.1,0.145,1.13445
4045,1.3,0.145,1.34071
4046,1.5,0.145,1.54698
4047,1.7,0.145,1.7532400000000001
4048,4.3,0.565,57.6542
4049,4.5,0.565,60.3358
4050,4.7,0.565,63.0174
4051,4.9,0.565,65.699
4052,5.1,0.565,68.3806
4053,5.3,0.565,71.0622
4054,5.5,0.565,73.7438
4055,5.7,0.565,76.4254
4056,5.9,0.565,79.107
4057,6.1,0.565,81.7886
4058,6.3,0.565,84.4702
4059,6.5,0.565,87.1518
4060,6.7,0.565,2.0098e+19
4061,6.9,0.565,1.00348e+22
4062,7.1,0.565,1.82533e+23
4063,2.1,0.55,20.8706
4064,5.3,0.55,52.6734
4065,8.5,0.55,84.4762
4066,1.7,0.555,18.4982
4067,4.9,0.555,53.3183
4068,8.1,0.555,743058000000000.0
4069,1.3,0.56,15.6209
4070,4.5,0.56,54.0724
4071,7.7,0.56,1.21112e+22
4072,0.9,0.565,12.0672
4073,4.1,0.565,54.9726
4074,7.3,0.565,1.19744e+24
4075,0.5,0.57,7.57769
4076,3.7,0.57,56.0749
4077,5.1,0.4,13.3426
4078,5.3,0.4,13.8659
4079,5.5,0.4,14.3891
4080,5.7,0.4,14.9124
4081,5.9,0.4,15.4356
4082,6.1,0.4,15.9589
4083,6.3,0.4,16.4821
4084,6.5,0.4,17.0053
4085,6.7,0.4,17.5286
4086,6.9,0.4,18.0518
4087,7.1,0.4,18.5751
4088,7.3,0.4,19.0983
4089,7.5,0.4,19.6215
4090,7.7,0.4,20.1448
4091,7.9,0.4,20.668000000000003
4092,7.5,0.36,16.1465
4093,0.7,0.365,1.5417399999999999
4094,3.9,0.365,8.58967
4095,7.1,0.365,15.6376
4096,0.3,0.37,0.67625
4097,3.5,0.37,7.8895800000000005
4098,6.7,0.37,15.1029
4099,9.9,0.37,22.3162
4100,3.1,0.375,7.15499
4101,6.3,0.375,14.5408
4102,9.5,0.375,21.9266
4103,2.7,0.38,6.38363
4104,5.9,0.38,13.9494
4105,9.1,0.38,21.5152
4106,2.5,0.66,2.97855e+44
4107,2.7,0.66,4.61472e+44
4108,2.9,0.66,6.885600000000001e+44
4109,3.1,0.66,9.946750000000001e+44
4110,3.3,0.66,1.3969300000000001e+45
4111,3.5,0.66,1.91411e+45
4112,3.7,0.66,2.56622e+45
4113,3.9,0.66,3.3745e+45
4114,4.1,0.66,4.36131e+45
4115,4.3,0.66,5.55004e+45
4116,4.5,0.66,6.96421e+45
4117,4.7,0.66,8.62857e+45
4118,4.9,0.66,1.0568300000000001e+46
4119,5.1,0.66,1.28072e+46
4120,5.3,0.66,1.53724e+46
4121,6.9,0.47,28.0717
4122,7.1,0.47,28.8854
4123,7.3,0.47,29.699
4124,7.5,0.47,30.5127
4125,7.7,0.47,31.3264
4126,7.9,0.47,32.14
4127,8.1,0.47,32.9537
4128,8.3,0.47,33.7674
4129,8.5,0.47,34.5811
4130,8.7,0.47,35.3947
4131,8.9,0.47,36.2084
4132,9.1,0.47,37.0221
4133,9.3,0.47,37.8357
4134,9.5,0.47,38.6494
4135,9.7,0.47,39.4631
4136,2.7,0.285,4.29969
4137,2.9,0.285,4.61819
4138,3.1,0.285,4.93668
4139,3.3,0.285,5.25518
4140,3.5,0.285,5.57367
4141,3.7,0.285,5.89217
4142,3.9,0.285,6.2106699999999995
4143,4.1,0.285,6.52916
4144,4.3,0.285,6.84766
4145,4.5,0.285,7.16615
4146,4.7,0.285,7.48465
4147,4.9,0.285,7.803139999999999
4148,5.1,0.285,8.12164
4149,5.3,0.285,8.44014
4150,5.5,0.285,8.75863
4151,10.1,0.145,10.4163
4152,10.3,0.145,10.6226
4153,10.5,0.145,10.8288
4154,2.1,0.145,2.16577
4155,2.3,0.145,2.37203
4156,2.5,0.145,2.57829
4157,2.7,0.145,2.78456
4158,2.9,0.145,2.9908200000000003
4159,3.1,0.145,3.19708
4160,3.3,0.145,3.40335
4161,3.5,0.145,3.60961
4162,3.7,0.145,3.8158800000000004
4163,3.9,0.145,4.02214
4164,4.1,0.145,4.2284
4165,4.3,0.145,4.43467
4166,4.5,0.145,4.64093
4167,4.7,0.145,4.84719
4168,4.9,0.145,5.05346
4169,9.3,0.095,8.41709
4170,9.5,0.095,8.5981
4171,9.7,0.095,8.779119999999999
4172,9.9,0.095,8.96013
4173,0.1,0.1,0.0916571
4174,0.3,0.1,0.274971
4175,0.5,0.1,0.45828500000000005
4176,0.7,0.1,0.6416
4177,0.9,0.1,0.8249139999999999
4178,1.1,0.1,1.00823
4179,1.3,0.1,1.19154
4180,1.5,0.1,1.37486
4181,1.7,0.1,1.55817
4182,1.9,0.1,1.74148
4183,10.1,0.1,9.25736
4184,10.3,0.1,9.44068
4185,10.5,0.1,9.62399
4186,2.1,0.1,1.9248
4187,2.9,0.38,6.856489999999999
4188,3.1,0.38,7.32935
4189,3.3,0.38,7.8022100000000005
4190,3.5,0.38,8.27508
4191,3.7,0.38,8.74794
4192,3.9,0.38,9.2208
4193,4.1,0.38,9.693660000000001
4194,4.3,0.38,10.1665
4195,4.5,0.38,10.6394
4196,4.7,0.38,11.1122
4197,4.9,0.38,11.5851
4198,5.1,0.38,12.058
4199,5.3,0.38,12.5308
4200,5.5,0.38,13.0037
4201,5.7,0.38,13.4766
4202,7.5,0.565,4.75304e+24
4203,7.7,0.565,1.39863e+25
4204,7.9,0.565,3.37527e+25
4205,8.1,0.565,7.07468e+25
4206,8.3,0.565,1.33498e+26
4207,8.5,0.565,2.32267e+26
4208,8.7,0.565,3.78851e+26
4209,8.9,0.565,5.86376e+26
4210,9.1,0.565,8.69062e+26
4211,9.3,0.565,1.24194e+27
4212,9.5,0.565,1.72057e+27
4213,9.7,0.565,2.32114e+27
4214,9.9,0.565,3.05961e+27
4215,0.1,0.57,1.5155399999999999
4216,0.3,0.57,4.54662
4217,5.7,0.66,2.1577e+46
4218,5.9,0.66,2.52677e+46
4219,6.1,0.66,2.93823e+46
4220,6.3,0.66,3.3945200000000003e+46
4221,6.5,0.66,3.89805e+46
4222,6.7,0.66,4.451e+46
4223,6.9,0.66,5.05555e+46
4224,7.1,0.66,5.71409e+46
4225,7.3,0.66,6.428240000000001e+46
4226,7.5,0.66,7.200770000000001e+46
4227,7.7,0.66,8.032750000000001e+46
4228,7.9,0.66,8.926840000000001e+46
4229,8.1,0.66,9.88415e+46
4230,8.3,0.66,1.0906800000000002e+47
4231,8.5,0.66,1.1996100000000001e+47
4232,8.3,0.4,21.7145
4233,8.5,0.4,22.2377
4234,8.7,0.4,22.761
4235,8.9,0.4,23.2842
4236,9.1,0.4,23.8075
4237,9.3,0.4,24.3307
4238,9.5,0.4,24.8539
4239,9.7,0.4,25.3772
4240,9.9,0.4,25.9004
4241,0.1,0.405,0.268689
4242,0.3,0.405,0.806068
4243,0.5,0.405,1.34345
4244,0.7,0.405,1.88083
4245,0.9,0.405,2.4182099999999997
4246,1.1,0.405,2.95558
4247,0.1,0.475,0.423009
4248,0.3,0.475,1.2690299999999999
4249,0.5,0.475,2.11505
4250,0.7,0.475,2.96107
4251,0.9,0.475,3.8070800000000005
4252,1.1,0.475,4.6531
4253,1.3,0.475,5.49912
4254,1.5,0.475,6.34514
4255,1.7,0.475,7.191160000000001
4256,1.9,0.475,8.037180000000001
4257,10.1,0.475,42.724
4258,10.3,0.475,43.57
4259,10.5,0.475,44.416000000000004
4260,2.1,0.475,8.8832
4261,2.3,0.475,9.72922
4262,2.5,0.475,10.5752
4263,2.7,0.475,11.4213
4264,2.9,0.475,12.2673
4265,5.9,0.285,9.39562
4266,6.1,0.285,9.71412
4267,6.3,0.285,10.0326
4268,6.5,0.285,10.3511
4269,6.7,0.285,10.6696
4270,6.9,0.285,10.9881
4271,7.1,0.285,11.3066
4272,7.3,0.285,11.6251
4273,7.5,0.285,11.9436
4274,7.7,0.285,12.2621
4275,7.9,0.285,12.5806
4276,8.1,0.285,12.8991
4277,8.3,0.285,13.2176
4278,8.5,0.285,13.5361
4279,8.7,0.285,13.8546
4280,5.3,0.145,5.46598
4281,5.5,0.145,5.67225
4282,5.7,0.145,5.8785099999999995
4283,5.9,0.145,6.08477
4284,6.1,0.145,6.29104
4285,6.3,0.145,6.4973
4286,6.5,0.145,6.70357
4287,6.7,0.145,6.90983
4288,6.9,0.145,7.11609
4289,7.1,0.145,7.322360000000001
4290,7.3,0.145,7.52862
4291,7.5,0.145,7.73488
4292,7.7,0.145,7.94115
4293,7.9,0.145,8.14741
4294,8.1,0.145,8.35367
4295,6.1,0.38,14.4223
4296,6.3,0.38,14.8951
4297,6.5,0.38,15.368
4298,6.7,0.38,15.8409
4299,6.9,0.38,16.3137
4300,7.1,0.38,16.7866
4301,7.3,0.38,17.2594
4302,7.5,0.38,17.7323
4303,7.7,0.38,18.2052
4304,7.9,0.38,18.678
4305,8.1,0.38,19.1509
4306,8.3,0.38,19.6238
4307,8.5,0.38,20.0966
4308,8.7,0.38,20.5695
4309,8.9,0.38,21.0423
4310,2.5,0.1,2.29143
4311,2.7,0.1,2.47474
4312,2.9,0.1,2.65806
4313,3.1,0.1,2.84137
4314,3.3,0.1,3.02468
4315,3.5,0.1,3.208
4316,3.7,0.1,3.39131
4317,3.9,0.1,3.5746300000000004
4318,4.1,0.1,3.75794
4319,4.3,0.1,3.94125
4320,4.5,0.1,4.124569999999999
4321,4.7,0.1,4.30788
4322,4.9,0.1,4.4912
4323,5.1,0.1,4.67451
4324,5.3,0.1,4.857819999999999
4325,8.9,0.66,1.4381200000000001e+47
4326,9.1,0.66,1.56797e+47
4327,9.3,0.66,1.70506e+47
4328,9.5,0.66,1.8495e+47
4329,9.7,0.66,2.0013800000000002e+47
4330,9.9,0.66,2.16095e+47
4331,0.1,0.665,1.0409000000000001e+37
4332,0.3,0.665,9.272350000000001e+39
4333,0.5,0.665,2.35049e+41
4334,0.7,0.665,1.94591e+42
4335,0.9,0.665,9.245000000000001e+42
4336,1.1,0.665,3.1500300000000004e+43
4337,1.3,0.665,8.60451e+43
4338,1.5,0.665,2.00762e+44
4339,1.7,0.665,4.1642500000000004e+44
4340,0.7,0.57,10.6088
4341,0.9,0.57,13.6398
4342,1.1,0.57,16.6709
4343,1.3,0.57,19.702
4344,1.5,0.57,22.7331
4345,1.7,0.57,25.7641
4346,1.9,0.57,28.7952
4347,10.1,0.57,6.04561e+28
4348,10.3,0.57,7.40281e+28
4349,10.5,0.57,8.95863e+28
4350,2.1,0.57,31.8263
4351,2.3,0.57,34.8574
4352,2.5,0.57,37.8885
4353,2.7,0.57,40.9195
4354,2.9,0.57,43.9506
4355,3.1,0.57,46.9817
4356,3.3,0.57,50.0128
4357,3.5,0.57,53.0438
4358,1.5,0.405,4.03034
4359,1.7,0.405,4.56772
4360,1.9,0.405,5.1051
4361,10.1,0.405,27.1376
4362,10.3,0.405,27.675
4363,10.5,0.405,28.2124
4364,2.1,0.405,5.64248
4365,2.3,0.405,6.17986
4366,2.5,0.405,6.717239999999999
4367,2.7,0.405,7.25462
4368,2.9,0.405,7.791989999999999
4369,3.1,0.405,8.329369999999999
4370,3.3,0.405,8.86675
4371,3.5,0.405,9.40413
4372,3.7,0.405,9.941510000000001
4373,3.9,0.405,10.4789
4374,4.1,0.405,11.0163
4375,4.3,0.405,11.5536
4376,3.3,0.475,13.9593
4377,3.5,0.475,14.8053
4378,3.7,0.475,15.6513
4379,3.9,0.475,16.4974
4380,4.1,0.475,17.3434
4381,4.3,0.475,18.1894
4382,4.5,0.475,19.0354
4383,4.7,0.475,19.8814
4384,4.9,0.475,20.7275
4385,5.1,0.475,21.5735
4386,5.3,0.475,22.4195
4387,5.5,0.475,23.2655
4388,5.7,0.475,24.1115
4389,5.9,0.475,24.9576
4390,6.1,0.475,25.8036
4391,9.1,0.285,14.4916
4392,9.3,0.285,14.81
4393,9.5,0.285,15.1285
4394,9.7,0.285,15.447000000000001
4395,9.9,0.285,15.7655
4396,0.1,0.29,0.162164
4397,0.3,0.29,0.486491
4398,0.5,0.29,0.810819
4399,0.7,0.29,1.13515
4400,0.9,0.29,1.45947
4401,1.1,0.29,1.7838
4402,1.3,0.29,2.10813
4403,1.5,0.29,2.43246
4404,1.7,0.29,2.75678
4405,1.9,0.29,3.08111
4406,10.1,0.29,16.3785
4407,10.3,0.29,16.7029
4408,10.5,0.29,17.0272
4409,6.9,0.27,10.4201
4410,0.1,0.275,0.153678
4411,3.3,0.275,5.07137
4412,6.5,0.275,9.98907
4413,9.7,0.275,14.9068
4414,2.9,0.28,4.5362
4415,6.1,0.28,9.54166
4416,9.3,0.28,14.5471
4417,2.5,0.285,3.9812
4418,5.7,0.285,9.07713
4419,8.9,0.285,14.1731
4420,2.1,0.29,3.40544
4421,5.3,0.29,8.59468
4422,8.5,0.29,13.7839
4423,8.5,0.145,8.7662
4424,8.7,0.145,8.97246
4425,8.9,0.145,9.17873
4426,9.1,0.145,9.38499
4427,9.3,0.145,9.59125
4428,9.5,0.145,9.79752
4429,9.7,0.145,10.0038
4430,9.9,0.145,10.21
4431,0.1,0.15,0.104546
4432,0.3,0.15,0.31363800000000003
4433,0.5,0.15,0.522729
4434,0.7,0.15,0.731821
4435,0.9,0.15,0.9409129999999999
4436,1.1,0.15,1.15
4437,1.3,0.15,1.3591
4438,5.7,0.1,5.22445
4439,5.9,0.1,5.407769999999999
4440,6.1,0.1,5.591080000000001
4441,6.3,0.1,5.7744
4442,6.5,0.1,5.95771
4443,6.7,0.1,6.14102
4444,6.9,0.1,6.32434
4445,7.1,0.1,6.50765
4446,7.3,0.1,6.69097
4447,7.5,0.1,6.874280000000001
4448,7.7,0.1,7.057589999999999
4449,7.9,0.1,7.24091
4450,8.1,0.1,7.42422
4451,8.3,0.1,7.607539999999999
4452,8.5,0.1,7.79085
4453,9.3,0.38,21.9881
4454,9.5,0.38,22.4609
4455,9.7,0.38,22.9338
4456,9.9,0.38,23.4066
4457,0.1,0.385,0.24230700000000002
4458,0.3,0.385,0.72692
4459,0.5,0.385,1.21153
4460,0.7,0.385,1.69615
4461,0.9,0.385,2.18076
4462,1.1,0.385,2.6653700000000002
4463,1.3,0.385,3.1499900000000003
4464,1.5,0.385,3.6346
4465,1.7,0.385,4.11921
4466,1.9,0.385,4.60382
4467,10.1,0.385,24.473000000000003
4468,10.3,0.385,24.9576
4469,10.5,0.385,25.4422
4470,2.1,0.385,5.08844
4471,3.9,0.57,59.106
4472,4.1,0.57,62.1371
4473,4.3,0.57,65.1681
4474,4.5,0.57,68.1992
4475,4.7,0.57,71.2303
4476,4.9,0.57,74.2614
4477,5.1,0.57,77.2924
4478,5.3,0.57,80.3235
4479,5.5,0.57,83.3546
4480,5.7,0.57,86.3857
4481,5.9,0.57,1.24252e+17
4482,6.1,0.57,3.9483e+21
4483,6.3,0.57,1.80534e+23
4484,6.5,0.57,1.87975e+24
4485,6.7,0.57,9.98718e+24
4486,4.7,0.405,12.6284
4487,4.9,0.405,13.1658
4488,5.1,0.405,13.7032
4489,5.3,0.405,14.2405
4490,5.5,0.405,14.7779
4491,5.7,0.405,15.3153
4492,5.9,0.405,15.8527
4493,6.1,0.405,16.3901
4494,6.3,0.405,16.9274
4495,6.5,0.405,17.4648
4496,6.7,0.405,18.0022
4497,6.9,0.405,18.5396
4498,7.1,0.405,19.077
4499,7.3,0.405,19.6143
4500,7.5,0.405,20.1517
4501,10.1,0.665,2.19448e+48
4502,10.3,0.665,2.3552900000000002e+48
4503,10.5,0.665,2.52326e+48
4504,2.1,0.665,1.38779e+45
4505,2.3,0.665,2.30254e+45
4506,2.5,0.665,3.6370600000000004e+45
4507,2.7,0.665,5.51237e+45
4508,2.9,0.665,8.06522e+45
4509,3.1,0.665,1.14473e+46
4510,3.3,0.665,1.5823800000000002e+46
4511,3.5,0.665,2.1372200000000002e+46
4512,3.7,0.665,2.8279800000000003e+46
4513,3.9,0.665,3.67448e+46
4514,4.1,0.665,4.69776e+46
4515,4.3,0.665,5.91792e+46
4516,4.5,0.665,7.35756e+46
4517,4.7,0.665,9.03872e+46
4518,4.9,0.665,1.09829e+47
4519,6.5,0.475,27.4956
4520,6.7,0.475,28.3416
4521,6.9,0.475,29.1877
4522,7.1,0.475,30.0337
4523,7.3,0.475,30.8797
4524,7.5,0.475,31.7257
4525,7.7,0.475,32.5717
4526,7.9,0.475,33.4177
4527,8.1,0.475,34.2638
4528,8.3,0.475,35.1098
4529,8.5,0.475,35.9558
4530,8.7,0.475,36.8018
4531,8.9,0.475,37.6478
4532,9.1,0.475,38.4939
4533,9.3,0.475,39.3399
4534,2.3,0.29,3.72977
4535,2.5,0.29,4.05409
4536,2.7,0.29,4.378419999999999
4537,2.9,0.29,4.70275
4538,3.1,0.29,5.027080000000001
4539,3.3,0.29,5.3514
4540,3.5,0.29,5.675730000000001
4541,3.7,0.29,6.0000599999999995
4542,3.9,0.29,6.32439
4543,4.1,0.29,6.64871
4544,4.3,0.29,6.973039999999999
4545,4.5,0.29,7.29737
4546,4.7,0.29,7.6217
4547,4.9,0.29,7.94602
4548,5.1,0.29,8.27035
4549,1.7,0.15,1.77728
4550,1.9,0.15,1.98637
4551,10.1,0.15,10.5591
4552,10.3,0.15,10.7682
4553,10.5,0.15,10.9773
4554,2.1,0.15,2.1954599999999997
4555,2.3,0.15,2.40455
4556,2.5,0.15,2.61365
4557,2.7,0.15,2.82274
4558,2.9,0.15,3.03183
4559,3.1,0.15,3.24092
4560,3.3,0.15,3.45001
4561,3.5,0.15,3.6591099999999996
4562,3.7,0.15,3.8682
4563,3.9,0.15,4.0772900000000005
4564,4.1,0.15,4.28638
4565,4.3,0.15,4.49547
4566,4.5,0.15,4.70456
4567,2.5,0.385,6.05766
4568,2.7,0.385,6.54228
4569,2.9,0.385,7.02689
4570,3.1,0.385,7.5115
4571,3.3,0.385,7.9961199999999995
4572,3.5,0.385,8.48073
4573,3.7,0.385,8.96534
4574,3.9,0.385,9.44996
4575,4.1,0.385,9.934569999999999
4576,4.3,0.385,10.4192
4577,4.5,0.385,10.9038
4578,4.7,0.385,11.3884
4579,4.9,0.385,11.873
4580,5.1,0.385,12.3576
4581,5.3,0.385,12.8422
4582,8.9,0.1,8.15748
4583,9.1,0.1,8.34079
4584,9.3,0.1,8.52411
4585,9.5,0.1,8.707419999999999
4586,9.7,0.1,8.89074
4587,9.9,0.1,9.07405
4588,0.1,0.105,0.0928307
4589,0.3,0.105,0.278492
4590,0.5,0.105,0.464153
4591,0.7,0.105,0.6498149999999999
4592,0.9,0.105,0.835476
4593,1.1,0.105,1.02114
4594,1.3,0.105,1.2068
4595,1.5,0.105,1.39246
4596,1.7,0.105,1.57812
4597,9.1,0.095,8.236080000000001
4598,2.3,0.1,2.10811
4599,5.5,0.1,5.04114
4600,8.7,0.1,7.97417
4601,1.9,0.105,1.76378
4602,5.1,0.105,4.73436
4603,8.3,0.105,7.70495
4604,1.5,0.11,1.41042
4605,4.7,0.11,4.41931
4606,7.9,0.11,7.4282
4607,1.1,0.115,1.04774
4608,4.3,0.115,4.09572
4609,7.5,0.115,7.1437
4610,0.7,0.12,0.67547
4611,7.1,0.57,1.01733e+26
4612,7.3,0.57,2.40919e+26
4613,7.5,0.57,5.0198e+26
4614,7.7,0.57,9.4833e+26
4615,7.9,0.57,1.65842e+27
4616,8.1,0.57,2.72508e+27
4617,8.3,0.57,4.25417e+27
4618,8.5,0.57,6.36284e+27
4619,8.7,0.57,9.17789e+27
4620,8.9,0.57,1.28338e+28
4621,9.1,0.57,1.74704e+28
4622,9.3,0.57,2.32326e+28
4623,9.5,0.57,3.02661e+28
4624,9.7,0.57,3.87176e+28
4625,9.9,0.57,4.87329e+28
